drug,content
CHEMBL4297520,"CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1_|_OKFDRAHPFKMAJH-UHFFFAOYSA-N_|_Small molecule_|_False_|_OGLEMILAST_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GRC 3845' 'Oglemilast']_|_[('drugbank', array(['DB12375'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0004979', 'EFO_0000341'], dtype=object), 'count': 2}_|_[ENSG00000065989,ENSG00000113448,ENSG00000184588,ENSG00000105650]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL4297651,CO[C@@H]1[C@H](OC(=O)N2CC(CCN3CCOCC3)C2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C_|_QJWJPMLDQYEPPW-AUKZVGPFSA-N_|_Small molecule_|_False_|_ACLIMOSTAT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Aclimostat' 'ZGN-1061' 'Zgn-1061']_|_nan_|_nan_|_nan_|_[ENSG00000111142]_|_Small molecule drug with a maximum clinical trial phase of II.
CHEMBL4298101,"nan_|_nan_|_Antibody drug conjugate_|_False_|_LADIRATUZUMAB VEDOTIN_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Ladiratuzumab vedotin' 'SGN-LIV1A' 'Sgn-liv1a']_|_nan_|_nan_|_{'rows': array(['EFO_0003968', 'EFO_0003869', 'EFO_0005537', 'MONDO_0007254'],
      dtype=object), 'count': 4}_|_[ENSG00000141424,ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]_|_Antibody drug conjugate drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications."
CHEMBL4298189,"nan_|_nan_|_Gene_|_False_|_ELADOCAGENE EXUPARVOVEC_|_2022.0_|_4.0_|_nan_|_False_|_True_|_['Upstaza']_|_['AGIL-AADC' 'Eladocagene exuparvovec']_|_[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/upstaza'],
      dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/ELADOCAGENE%20EXUPARVOVEC/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0004736'], dtype=object), 'count': 1}_|_[ENSG00000132437]_|_Gene drug with a maximum clinical trial phase of IV that was first approved in 2022 and is indicated for inborn disorder of amino acid metabolism."
CHEMBL4594460,"nan_|_nan_|_Antibody_|_False_|_TEGOPRUBART_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['AT-1501' 'At-1501' 'Tegoprubart']_|_[('INN', array(['https://www.who.int/publications/m/item/inn-pl-128'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0004976', 'EFO_0004194', 'EFO_0005809', 'MONDO_0005147'],
      dtype=object), 'count': 4}_|_[ENSG00000102245]_|_Antibody drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications."
CHEMBL4802163,"CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1_|_VQIIUJSNIKEMCK-MHZLTWQESA-N_|_Small molecule_|_False_|_NEZULCITINIB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Nezulcitinib' 'TD-0903' 'THRX-136377' 'Td-0903']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/NEZULCITINIB/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0100096', 'EFO_0004610'], dtype=object), 'count': 2}_|_[ENSG00000105639,ENSG00000162434,ENSG00000096968,ENSG00000105397]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL5315324,"Cc1ccsc1C(=O)Nc1cc(CN2CCN(C(=O)CO)CC2)ccc1/C=C/c1n[nH]c2ccccc12_|_HHCSNTXVZDWIGT-CMDGGOBGSA-N_|_Small molecule_|_False_|_KW-2450 FREE BASE_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_[]_|_nan_|_['CHEMBL5283463']_|_{'rows': array(['MONDO_0007254', 'EFO_0000616'], dtype=object), 'count': 2}_|_[ENSG00000171105,ENSG00000140443]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL1072,"CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1_|_MAEIEVLCKWDQJH-UHFFFAOYSA-N_|_Small molecule_|_True_|_BUMETANIDE_|_1983.0_|_4.0_|_nan_|_False_|_True_|_['Betinex' 'Bumetanide' 'Bumex' 'Burinex' 'Lixil']_|_['Bumetanide' 'RO 10-6338' 'RO-10-6338' 'RO-106338' 'S-95008.' 'S95008.']_|_[('DailyMed', array(['bumetanide'], dtype=object)), ('PubChem', array(['11110843', '11110844', '144203639', '170464735', '26746951',
       '26751481', '50103991', '56424138', '855675'], dtype=object)), ('Wikipedia', array(['Bumetanide'], dtype=object)), ('drugbank', array(['DB00887'], dtype=object)), ('chEBI', array(['3213'], dtype=object))]_|_nan_|_{'rows': array(['HP_0001250', 'EFO_0003086', 'MONDO_0005148', 'EFO_0003758',
       'EFO_0003756', 'EFO_0000373', 'EFO_0004255', 'EFO_0003144',
       'MONDO_0008223', 'EFO_0000319', 'EFO_0000182', 'EFO_0003884'],
      dtype=object), 'count': 12}_|_[ENSG00000074803]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1983 and has 5 approved and 7 investigational indications. This drug has a black box warning from the FDA."
CHEMBL109480,"C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O_|_AYUNIORJHRXIBJ-TXHRRWQRSA-N_|_Small molecule_|_False_|_TANESPIMYCIN_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['17-AAG' '17aag' 'BMS-722782' 'CNF-1010' 'CNF1010' 'KOS-953' 'NSC-330507'
 'Tanespimycin']_|_[('PubChem', array(['144205607', '26756800', '26756801', '574817'], dtype=object)), ('Wikipedia', array(['Tanespimycin'], dtype=object)), ('drugbank', array(['DB05134'], dtype=object)), ('chEBI', array(['64153'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000565', 'MONDO_0001187', 'MONDO_0002367', 'EFO_0002428',
       'MONDO_0008903', 'EFO_1000785', 'EFO_0000333', 'EFO_0000616',
       'EFO_0009441', 'EFO_0000403', 'EFO_0001378', 'EFO_0000183',
       'MONDO_0015277', 'EFO_0000637', 'MONDO_0018906', 'MONDO_0001056',
       'MONDO_0019471', 'MONDO_0000873', 'EFO_1001365', 'EFO_0000255',
       'EFO_0000191', 'EFO_0000309', 'EFO_0000574', 'EFO_0006859',
       'EFO_0000641', 'EFO_0000673', 'MONDO_0004992', 'EFO_1001951',
       'EFO_0000756', 'EFO_0000095', 'EFO_0003032', 'MONDO_0001023',
       'EFO_1001051', 'EFO_0000389', 'MONDO_0007254', 'MONDO_0008315',
       'MONDO_0008170', 'EFO_1001469'], dtype=object), 'count': 38}_|_[ENSG00000080824,ENSG00000096384]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 38 investigational indications."
CHEMBL1190199,"CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1_|_JHLHNYVMZCADTC-LOSJGSFVSA-N_|_Small molecule_|_False_|_ASIMADOLINE_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Asimadoline' 'EMD-61753']_|_[('Wikipedia', array(['Asimadoline'], dtype=object)), ('drugbank', array(['DB05104'], dtype=object))]_|_['CHEMBL540342']_|_{'rows': array(['EFO_0000555', 'MONDO_0004567'], dtype=object), 'count': 2}_|_[ENSG00000082556]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications."
CHEMBL1201533,"nan_|_nan_|_Protein_|_False_|_THYROTROPIN ALFA_|_1998.0_|_4.0_|_nan_|_False_|_True_|_['Thyrogen']_|_['GX-30' 'Thyrotropin alfa' 'Thyrotropin alpha']_|_[('DailyMed', array(['thyrotropin%20alfa'], dtype=object)), ('DrugCentral', array(['4930'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/thyrogen'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000501', 'MONDO_0002108', 'EFO_1001062', 'EFO_0002892',
       'EFO_0003841', 'EFO_0000641', 'EFO_0004237'], dtype=object), 'count': 7}_|_[ENSG00000165409]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and has 4 approved and 3 investigational indications."
CHEMBL1201584,"nan_|_nan_|_Antibody_|_False_|_ABCIXIMAB_|_1993.0_|_4.0_|_nan_|_False_|_True_|_['Reopro']_|_['Abciximab' 'Abciximab (genetical recombination)' 'C7E3']_|_[('DrugCentral', array(['4950'], dtype=object)), ('Wikipedia', array(['Abciximab'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0008583', 'EFO_0003913', 'MONDO_0005299', 'EFO_0000712',
       'EFO_0002615', 'HP_0004419', 'EFO_0008585', 'EFO_0000612',
       'EFO_1000985'], dtype=object), 'count': 9}_|_[ENSG00000259207,ENSG00000005961,ENSG00000138448]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1993 and is indicated for recurrent thrombophlebitis and intermediate coronary syndrome and has 7 investigational indications."
CHEMBL1208646,"Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O_|_HXSKWEQQPCKYIF-UHFFFAOYSA-N_|_Small molecule_|_False_|_THEOPHYLLINE GLYCINATE_|_1982.0_|_4.0_|_nan_|_False_|_True_|_[]_|_[]_|_nan_|_['CHEMBL1200578']_|_nan_|_[ENSG00000065989,ENSG00000113448,ENSG00000184588,ENSG00000105650,ENSG00000163485,ENSG00000170425,ENSG00000282608,ENSG00000128271,ENSG00000172572,ENSG00000152270]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1256842,"CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O_|_GEOCVSMCLVIOEV-BTJKTKAUSA-N_|_Small molecule_|_False_|_NOMIFENSINE MALEATE_|_1984.0_|_4.0_|_CHEMBL273575_|_True_|_True_|_[]_|_['HOE 984' 'HOE-984' 'Hostalival' 'NSC-289114'
 'Nomifensine hydrogen maleate' 'Nomifensine maleate' 'Psicronizer']_|_[('PubChem', array(['170466450', '26747597', '26747598', '50106723', '50106724',
       '50106725', '855660', '93576623'], dtype=object))]_|_nan_|_nan_|_[ENSG00000108576,ENSG00000142319,ENSG00000103546]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1984. It was withdrawn in at least one region."
CHEMBL1742983,nan_|_nan_|_Antibody_|_False_|_ALACIZUMAB PEGOL_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Alacizumab pegol' 'CDP-791' 'g165 DFM-PEG']_|_nan_|_nan_|_nan_|_[ENSG00000128052]_|_Antibody drug with a maximum clinical trial phase of II.
CHEMBL190083,"C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1_|_SYTBZMRGLBWNTM-SNVBAGLBSA-N_|_Small molecule_|_False_|_TARENFLURBIL_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['E-7869' 'Flurbiprofen, (r)-' 'MPC-7869' 'R-flurbiprofen' 'Tarenflurbil']_|_[('PubChem', array(['11112562', '11114208', '520769', '520770'], dtype=object)), ('drugbank', array(['DB05289'], dtype=object)), ('chEBI', array(['38666'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0008315', 'HP_0000726', 'MONDO_0004975'], dtype=object), 'count': 3}_|_[ENSG00000117362,ENSG00000205155,ENSG00000138613,ENSG00000080815,ENSG00000162736,ENSG00000143801]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications."
CHEMBL1908394,"C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F_|_ZHJGWYRLJUCMRT-QGZVFWFLSA-N_|_Small molecule_|_False_|_GSK-461364_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['GSK-461364A' 'GSK461364' 'Gsk 461364' 'Gsk-461364']_|_nan_|_nan_|_{'rows': array(['EFO_0005952'], dtype=object), 'count': 1}_|_[ENSG00000166851]_|_Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL2107857,"nan_|_nan_|_Protein_|_True_|_METRELEPTIN_|_2014.0_|_4.0_|_nan_|_False_|_True_|_['Myalepta']_|_['Leptin (human), n-methionyl-' 'Metreleptin' 'Myalept'
 'N-methionylleptin (human)' 'R-METHULEPTIN']_|_[('DailyMed', array(['metreleptin'], dtype=object)), ('DrugCentral', array(['4826'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/myalepta'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0001073', 'EFO_0003095', 'EFO_0002614', 'EFO_0001421',
       'MONDO_0020088', 'EFO_1000728', 'MONDO_0005147', 'EFO_0002756',
       'EFO_0000195', 'EFO_1001348', 'EFO_0010269', 'EFO_1000727'],
      dtype=object), 'count': 12}_|_[ENSG00000116678]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and has 3 approved and 9 investigational indications. This drug has a black box warning from the FDA."
CHEMBL2109151,"nan_|_nan_|_Antibody_|_False_|_LUMILIXIMAB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Gomiliximab' 'IDEC-152' 'Lumiliximab' 'P5E8 SI-3401 GOMILIXIMAB'
 'Primatized anti-cd23' 'ST-152']_|_nan_|_nan_|_{'rows': array(['EFO_0000574', 'EFO_0000095', 'EFO_0000565'], dtype=object), 'count': 3}_|_[ENSG00000104921]_|_Antibody drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications."
CHEMBL2140408,"Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1_|_IVUGFMLRJOCGAS-UHFFFAOYSA-N_|_Small molecule_|_False_|_AMG-900_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['AMG-900' 'AMG900' 'Amg 900' 'Amg-900']_|_[('PubChem', array(['137275938'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0004992', 'MONDO_0004643'], dtype=object), 'count': 2}_|_[ENSG00000178999,ENSG00000105146,ENSG00000087586]_|_Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications."
CHEMBL296913,"CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+]_|_HQPVVKXJNZEAFW-UHFFFAOYSA-M_|_Small molecule_|_False_|_PARECOXIB SODIUM_|_2002.0_|_4.0_|_CHEMBL1206690_|_False_|_True_|_['Dynastat']_|_['Parecoxib sodium' 'Parecoxib sodium salt' 'SC-69124A']_|_[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/dynastat'],
      dtype=object)), ('PubChem', array(['144206591'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003843', 'MONDO_0005178'], dtype=object), 'count': 2}_|_[ENSG00000073756]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and is indicated for pain and has 1 investigational indication."
CHEMBL3183075,"CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1_|_SGXXNSQHWDMGGP-UHFFFAOYSA-N_|_Small molecule_|_False_|_NIZATIDINE_|_1988.0_|_4.0_|_nan_|_False_|_True_|_['Axid' 'Axid ar' 'Nizatidine' 'Zinga 150' 'Zinga 300']_|_['Acinon' 'LY 139037' 'LY-139037' 'NSC-759289' 'Nizatidine']_|_[('DailyMed', array(['nizatidine'], dtype=object)), ('PubChem', array(['144204242', '144211911', '170464780'], dtype=object)), ('drugbank', array(['DB00585'], dtype=object)), ('chEBI', array(['7601'], dtype=object))]_|_nan_|_{'rows': array(['EFO_1000948', 'EFO_0000217', 'HP_0004398', 'EFO_0003948',
       'HP_0100633', 'EFO_0004607'], dtype=object), 'count': 6}_|_[ENSG00000113749]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1988 and has 4 approved and 2 investigational indications."
CHEMBL3301595,"N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21_|_SRPXSILJHWNFMK-MEDUHNTESA-N_|_Small molecule_|_False_|_DASOTRALINE_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['(1r,4s)-trans-norsertraline' 'Dasotraline'
 'Norsertraline, (1r,4s)-trans-' 'SEP-225289']_|_[('drugbank', array(['DB12305'], dtype=object))]_|_['CHEMBL3301596']_|_{'rows': array(['MONDO_0002009', 'EFO_0005203', 'EFO_0003888'], dtype=object), 'count': 3}_|_[ENSG00000108576,ENSG00000142319,ENSG00000103546]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications."
CHEMBL35,"NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl_|_ZZUFCTLCJUWOSV-UHFFFAOYSA-N_|_Small molecule_|_True_|_FUROSEMIDE_|_1966.0_|_4.0_|_nan_|_False_|_True_|_['Aluzine 20' 'Aluzine 40' 'Aluzine 500' 'Aquamed' 'Disal' 'Diuresal'
 'Dryptal' 'Froop' 'Frumax' 'Frumil' 'Frusemide' 'Frusetic' 'Frusid'
 'Frusol' 'Furosemide' 'Hydroled' 'Lasix' 'Lasix ret' 'Rusyde'
 'Tenkofruse']_|_['Frusemide' 'Furoscix' 'Furosemide' 'Furosemidum' 'LB-502' 'Logirene'
 'Marsemide' 'Mirfat' 'NSC-269420' 'Oedemex']_|_[('DailyMed', array(['furosemide'], dtype=object)), ('PubChem', array(['11112125', '144203873', '144209411', '144213288', '170464879',
       '17389872', '47193739'], dtype=object)), ('TG-GATEs', array(['78'], dtype=object)), ('Wikipedia', array(['Furosemide'], dtype=object)), ('drugbank', array(['DB00695'], dtype=object)), ('chEBI', array(['47426'], dtype=object))]_|_['CHEMBL1788133']_|_{'rows': array(['EFO_0002617', 'MONDO_0019091', 'MONDO_0005090', 'EFO_0001422',
       'EFO_0000400', 'EFO_0009373', 'EFO_0000319', 'HP_0003124',
       'HP_0011950', 'MONDO_0004992', 'EFO_0000565', 'EFO_0000341',
       'EFO_1000391', 'EFO_0009840', 'EFO_0000373', 'EFO_0003086',
       'EFO_0008583', 'MONDO_0001134', 'EFO_0009662', 'EFO_1001134',
       'EFO_0000668', 'HP_0002094', 'EFO_1002048', 'EFO_0003827',
       'EFO_0003144', 'EFO_0004610', 'EFO_0003917', 'EFO_0001645',
       'EFO_0000222', 'EFO_0003914', 'MONDO_0005148', 'MONDO_0024664',
       'EFO_0000537', 'EFO_0004255', 'EFO_0003818', 'HP_0001919',
       'EFO_0002496', 'EFO_0003884', 'EFO_0004253'], dtype=object), 'count': 39}_|_[ENSG00000074803]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1966 and has 7 approved and 32 investigational indications. This drug has a black box warning from the FDA."
CHEMBL3544988,"O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O_|_RUEYEZADQJCKGV-UHFFFAOYSA-N_|_Small molecule_|_True_|_DAPRODUSTAT_|_2023.0_|_4.0_|_nan_|_False_|_True_|_['Jesduvroq']_|_['Daprodustat' 'GSK-1278863' 'GSK1278863' 'Jesduvroq']_|_[('drugbank', array(['DB11682'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003884', 'EFO_0003875', 'EFO_0000546', 'MONDO_0002280',
       'EFO_0004272'], dtype=object), 'count': 5}_|_[ENSG00000269858,ENSG00000178467,ENSG00000135766,ENSG00000129521]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2023 and has 3 approved and 2 investigational indications. This drug has a black box warning from the FDA."
CHEMBL3545386,"nan_|_nan_|_Small molecule_|_False_|_BI113823_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Bi113823']_|_nan_|_nan_|_{'rows': array(['MONDO_0005178'], dtype=object), 'count': 1}_|_[ENSG00000100739]_|_Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL3646118,"O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1_|_IJMBOKOTALXLKS-UHFFFAOYSA-N_|_Small molecule_|_False_|_MOLIDUSTAT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['BAY 85-3934' 'BAY-85-3934' 'Molidustat']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/MOLIDUSTAT/relevant/1/'],
      dtype=object)), ('drugbank', array(['DB15642'], dtype=object))]_|_['CHEMBL3931782']_|_{'rows': array(['EFO_0004272', 'EFO_0004272'], dtype=object), 'count': 2}_|_[ENSG00000269858,ENSG00000129521,ENSG00000135766]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 1 investigational indication."
CHEMBL3702854,"CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1_|_LCFFREMLXLZNHE-GBOLQPHISA-N_|_Small molecule_|_False_|_RILZABRUTINIB_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['PRN1008' 'Prn-1008' 'Prn1008' 'Rilzabrutinib']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/RILZABRUTINIB/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000274', 'EFO_1001264', 'MP_0001845', 'MONDO_0004979',
       'EFO_0005531', 'MONDO_0017287', 'EFO_1000749', 'EFO_0007160',
       'EFO_0005809', 'EFO_0004719'], dtype=object), 'count': 10}_|_[ENSG00000010671]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications."
CHEMBL3991065,"C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F_|_QIVUCLWGARAQIO-OLIXTKCUSA-N_|_Small molecule_|_False_|_ATOGEPANT_|_2021.0_|_4.0_|_nan_|_False_|_True_|_['Qulipta']_|_['AGN-241689' 'Atogepant' 'MK-8031']_|_nan_|_['CHEMBL3981883']_|_{'rows': array(['MONDO_0005277'], dtype=object), 'count': 1}_|_[ENSG00000064989]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2021 and is indicated for migraine disorder."
CHEMBL4297646,"Fc1cc(F)c(OCc2ccccc2C2CCNCC2)c(F)c1_|_TZIALEBTHQWNAO-UHFFFAOYSA-N_|_Small molecule_|_False_|_AMPRELOXETINE_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Ampreloxetine' 'TD-9855' 'Td-9855']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/AMPRELOXETINE/relevant/1/'],
      dtype=object)), ('drugbank', array(['DB15348'], dtype=object))]_|_['CHEMBL4594277']_|_{'rows': array(['MONDO_0005180', 'EFO_0003888', 'EFO_0005252', 'EFO_1001050',
       'EFO_0005252', 'EFO_0005687'], dtype=object), 'count': 6}_|_[ENSG00000103546]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications."
CHEMBL4297838,"nan_|_nan_|_Unknown_|_False_|_TILSOTOLIMOD_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['IMO-2125' 'Tilsotolimod']_|_nan_|_nan_|_{'rows': array(['EFO_0002617', 'EFO_0000616', 'EFO_0000756', 'MONDO_0004992'],
      dtype=object), 'count': 4}_|_[ENSG00000239732]_|_Unknown drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications."
CHEMBL450044,"CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O_|_QLXKHBNJTPICNF-QMCAAQAGSA-N_|_Small molecule_|_False_|_SERGLIFLOZIN ETABONATE_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GW-869682X' 'GW-869683X' 'GW869682X' 'Sergliflozin' 'Sergliflozin a'
 'Sergliflozin etabonate']_|_nan_|_nan_|_nan_|_[ENSG00000140675]_|_Small molecule drug with a maximum clinical trial phase of II."
CHEMBL4582651,"CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1_|_GBLBJPZSROAGMF-RWYJCYHVSA-N_|_Small molecule_|_False_|_PRALSETINIB_|_2020.0_|_4.0_|_nan_|_False_|_True_|_['Gavreto']_|_['BLU-123244' 'BLU-667' 'BLU123244' 'Blu-667' 'Pralsetinib' 'X-581238'
 'X581238']_|_[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/gavreto'],
      dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/PRALSETINIB/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0015277', 'EFO_0000616', 'MONDO_0004992', 'EFO_0003060'],
      dtype=object), 'count': 4}_|_[ENSG00000165731,ENSG00000108091,ENSG00000170759]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and has 4 approved indications."
